Model,Task,Layer,Relative_Depth,Accuracy_Drop,M1_MSE_next,M1_MSE_start,M1_MSE_end,M1_MSE_mean,M2_Cosine_next,M2_Cosine_start,M2_Cosine_end,M2_Cosine_mean,M3_Residual_next,M3_Residual_start,M3_Residual_end,M3_Residual_mean,M4_CKA_next,M4_CKA_start,M4_CKA_end,M4_CKA_mean,M5_L1_next,M5_L1_start,M5_L1_end,M5_L1_mean,M6_L_Inf_next,M6_L_Inf_start,M6_L_Inf_end,M6_L_Inf_mean,M7_Var_Ratio_next,M7_Var_Ratio_start,M7_Var_Ratio_end,M7_Var_Ratio_mean,M8_Pearson_next,M8_Pearson_start,M8_Pearson_end,M8_Pearson_mean,M11_SVD_Ent,M12_KL_Noise,M13_LogitLens,M14_Spectral_Norm,M15_Frobenius_Norm,M16_Effective_Rank,M11_SVD_Ent_delta1,M11_SVD_Ent_delta2,M11_SVD_Ent_rel_change,M12_KL_Noise_delta1,M12_KL_Noise_delta2,M12_KL_Noise_rel_change,M13_LogitLens_delta1,M13_LogitLens_delta2,M13_LogitLens_rel_change,M14_Spectral_Norm_delta1,M14_Spectral_Norm_delta2,M14_Spectral_Norm_rel_change,M15_Frobenius_Norm_delta1,M15_Frobenius_Norm_delta2,M15_Frobenius_Norm_rel_change,M16_Effective_Rank_delta1,M16_Effective_Rank_delta2,M16_Effective_Rank_rel_change,M1_MSE_start_delta1,M2_Cosine_start_delta1,M3_Residual_start_delta1,M4_CKA_start_delta1,M5_L1_start_delta1,M6_L_Inf_start_delta1,M7_Var_Ratio_start_delta1,M8_Pearson_start_delta1
phi-tiny,csqa,25,0.8064516129032258,0.019089574155653412,0.0939881045075345,13.272937500115598,12.904176221139894,4.230866777883,0.0298209222587379,0.8962208509725884,0.6045120855416557,0.37996473527142743,0.2397932344948435,0.9987765339239028,1.051417292872967,0.7119587756583527,0.9999974329485256,0.1364475355180778,0.6144942799911062,0.800776223175293,0.2417442244672072,0.7259158049324904,0.8709290067159573,0.5669662206628978,3.152404535217036,591.380615234375,588.6285479371417,224.46161732529148,1.0065923839392572,2.334857864602756e-05,0.087487599579808,0.6338133239932056,0.9701764138871584,0.1037525549335718,0.3957321429281914,0.6200403514549664,0.9782885909080504,0.0222122366540133,0.0,3.82938851275534,25.301817763526486,473.4951994284144,0.0028687715530394398,0.006323158740997203,0.002941063423271828,0.003713486716151203,0.014442092739045603,0.2007425760456747,0.0,0.0,0.0,0.01951544239835945,0.1285758783232498,0.005122334009025398,-0.003982134585108099,-0.06282966091947273,-0.0001573605498005337,1.0999327245748418,-0.6343028320456483,0.0023284160577004,0.1903388666188892,0.0019584146620404974,0.00014846047644334615,0.00026185050557911427,0.05564998979943392,0.0,-3.8346649469428286e-07,-0.0019603498481415016
phi-tiny,csqa,26,0.8387096774193549,0.017621145374449174,2.717348535074551,13.354532172306945,12.833066028029483,4.30408263020637,0.039132209609123,0.9004012874398536,0.5670075961110242,0.38860483882536107,0.3148254619622992,0.9988987974023156,0.9962492998655852,0.7131558288423456,0.8624783770458119,0.1367376602157938,0.6151212038415851,0.800696080558915,0.324523147259649,0.7909705680379313,0.8638970405229479,0.6156625435382499,357.8036445536446,589.380615234375,587.6285479371417,224.97736468030038,0.5036030303592276,2.3186912256279935e-05,0.0868800829861078,0.6296297859932174,0.9608705520727516,0.0995728839966823,0.4332381153965856,0.6114000239814529,0.9776415228843688,0.0190758942626416,0.01171875,3.905308109409405,25.29889766225275,471.3507841668039,-0.0006470680236816406,-0.0035158395767210804,-0.0006614285699488853,-0.0031363423913717027,-0.0068498291075229055,-0.14119885539779842,0.01171875,0.01171875,0.0,0.07591959665406467,0.05640415425570522,0.01982551428281143,-0.00292010127373743,0.0010620333113706693,-0.00011541073060561402,-2.1444152616105043,-3.244347986185346,-0.004528906025233592,0.08159467219134697,0.004180436467265181,0.0001222634784128207,0.0002901246977159988,0.0650547631054409,-2.0,-1.616663897476239e-07,-0.004179670936889507
phi-tiny,csqa,27,0.8709677419354839,0.0,2.6232244122428643,6.867050482736661,6.221187719646582,4.687475439022242,0.0582949570414475,0.9085456760970908,0.5325747040526775,0.406662161447898,0.3472443038962299,0.9991059726520604,0.9323056184981906,0.7372814454161161,0.839913564612883,0.1471841605128468,0.6412780083026386,0.6637509795198119,0.377191911019037,0.8661739387832441,0.8490623515419644,0.6981207078260222,219.68120393120392,303.06492126114927,291.3430845618346,316.74906827659515,0.4687646447172133,4.734333319205902e-05,0.178011496144787,1.2719405619848918,0.941699643099923,0.0914115035184868,0.4677804310384292,0.593350854592648,0.9778512120246888,0.0172015534481033,0.03515625,4.108667025026286,25.131900922307427,471.5096517059038,0.00020968914032004626,0.0008567571640016869,0.0002144846913840759,-0.0018743408145383,0.0012620015768334027,-0.09825703522633933,0.0234375,0.01171875,2.0,0.2033589156168807,0.12743931896281602,0.052072438312078306,-0.16699673994532205,-0.16407663867158462,-0.006600949265646805,0.15886753909990148,2.303282800710406,0.00033704736352713205,-6.487481689570283,0.008144388657237212,0.0002071752497447843,0.01044650029705299,0.0752033707453128,-286.31569397322573,2.4156420935779082e-05,-0.008161380478195493
phi-tiny,csqa,28,0.9032258064516129,0.019089574155653412,0.4015279864064012,2.962314583452679,2.24047488115734,6.931385344805854,0.0448669484167388,0.9159997844340908,0.4569598678484205,0.45347812752432765,0.3267774213834633,0.9991775773081204,0.8672006765317956,0.8601290134844246,0.9244957534530728,0.2644334273972685,0.8045133744762336,0.5982579006025208,0.3897125122490523,0.9409143238844782,0.8219063691581301,0.7900330096980546,47.07724201474201,126.76913744577318,112.7174639127764,412.46688943373977,1.197982569291492,0.0001001113963893,0.3744550460825974,2.79710910168299,0.9551280301970404,0.0839527686485787,0.5434499989758741,0.5465373693882236,0.9739643931388856,0.0243548324797302,0.05859375,4.56208725470417,25.39482545852661,471.50390038400326,-0.0038868188858032227,-0.004096508026123269,-0.003974857154142475,0.007153279031626901,0.009027619846165201,0.41585075750327927,0.0234375,0.0,0.6666666666666667,0.4534202296778842,0.2500613140610035,0.11035701528404673,0.26292453621918455,0.4299212761645066,0.01046178468680048,-0.005751321900561379,-0.16461886100046286,-1.2197675868907965e-05,-3.904735899283982,0.007454108336999998,7.160465606004252e-05,0.1172492668844217,0.07474038510123404,-176.29578381537607,5.276806319724098e-05,-0.0074587348699080985
phi-tiny,csqa,29,0.9354838709677419,0.008810572687224587,0.6775076144743317,3.553360818156837,2.447623871956372,7.069742357438425,0.0878948829000255,0.9182888701570318,0.3994475801297624,0.4815774142969457,0.445209527289057,0.9992552766245374,0.8165970395863007,0.8648368863558227,0.8851392540552887,0.264144031411795,0.818800369849662,0.636417163940236,0.3841305437583985,1.052008911833033,0.8180585110119187,0.8911513458238725,79.52679668304668,128.50919988758733,116.52741413288288,399.5425281108744,1.0280810810814716,8.386836417095547e-05,0.3141190182176601,2.333874544170717,0.9120968164331495,0.0816693212760705,0.600941451771351,0.5184335561148268,0.9693202376365662,0.0068794785765931,0.29296875,4.517593289321324,25.41203513235416,469.03733459508646,-0.004644155502319447,-0.0007573366165162243,-0.004768301115559592,-0.0174753539031371,-0.024628632934764,-0.7175312709574708,0.234375,0.2109375,4.0,-0.04449396538284578,-0.49791419506073,-0.009752984302736856,0.01720967382754779,-0.24571486239163676,0.0006776842729496746,-2.466565788916796,-2.4608144670162346,-0.005231273350884247,0.5910462347041578,0.0022890857229409534,7.769931641699035e-05,-0.0002893959854735062,0.11109458794855476,1.7400624418141462,-1.624303221834453e-05,-0.002283447372508199
phi-tiny,csqa,30,0.967741935483871,0.01321585903083688,2.111949663002114,3.642087632178479,2.111949663002114,9.155130605952454,0.3170856599628095,0.9410893615155216,0.3170856599628095,0.5666541821305411,0.7421192784078975,0.999525485860823,0.7421192784078975,1.0102168707967256,0.796682536943734,0.2986158910257029,0.796682536943734,0.4121766238933439,0.7590524326768886,1.1285053023932703,0.7590524326768886,0.9848048840493062,90.70675931613432,100.04807781997418,90.70675931613432,453.867323120728,0.3049105935097717,8.148961067782738e-05,0.3049105935097717,2.281991862419338,0.6834230606034581,0.0588525216614585,0.6834230606034581,0.433357553045993,0.9725342988967896,0.004448345513083,0.42578125,4.85876554588102,25.1866910592565,468.953978439547,0.0032140612602233887,0.007858216762542836,0.0033157888749542064,-0.0024311330635101,0.015044220839626999,-0.3533891466399568,0.1328125,-0.1015625,0.45333333333333337,0.3411722565596964,0.3856662219425422,0.07552079939691758,-0.22534407309765925,-0.24255374692520704,-0.008867612213031895,-0.08335615553949083,2.383209633377305,-0.000177717527777288,0.08872681402164195,0.022800491358489827,0.00027020923628562343,0.03447185961390792,0.07649639056023738,-28.461122067613147,-2.3787534931280906e-06,-0.022816799614612006
phi-tiny,csqa,31,1.0,0.023494860499265705,0.0,1.1028970110914338,0.0,8.57710401602181,0.0,0.966280228604031,0.0,0.7165479247615502,0.0,0.9995983880528848,0.0,1.5231042870859648,1.0,0.390025616528117,1.0,0.5831633467418338,0.0,0.8278010814137189,0.0,0.8319267019016224,0.0,22.342172633615505,0.0,450.9617729483814,1.0,0.000268487364505,1.0,7.586121099950643,1.0,0.0338216900679051,1.0,0.2835797496760408,0.9422240853309632,0.0069041166570968,0.67578125,6.256845442753918,25.84102242397812,434.9167069489101,-0.030310213565826305,-0.033524274826049694,-0.03116621552598109,0.0024557711440138,0.0048869042075239,0.5520639385567392,0.25,0.1171875,0.5871559633027523,1.3980798968728978,1.0569076403132014,0.2877438484468773,0.6543313647216209,0.8796754378192801,0.025979250834584855,-34.0372714906369,-33.953915335097406,-0.07258126181996905,-2.5391906210870454,0.025190867088509372,7.290219206179671e-05,0.09140972550241411,-0.3007042209795514,-77.70590518635868,0.0001869977538271726,-0.025030831593553397
phi-tiny,siqa,0,0.0,0.8622754491017963,0.003125389570283,0.0,1.089556391596794,9.333023281906904,0.1402207885980606,0.0,0.9690310657024384,0.7615805732263252,0.9830187915563584,0.0,66.23886805725098,79.8317608033754,0.8259805629849434,1.0,0.24956736895442,0.17211255458963565,0.0097536216508597,0.0,0.8230864073038101,0.4303572676928015,7.6409716796875,0.0,22.324962646484376,457.58529631900785,12.039022486686706,1.0,3356.8053071289064,28784.020653177424,0.8597757519483566,1.0,0.0310693476460874,0.23841065278917084,0.9580479264259338,1.69229856133461,0.0,3.362152796902069,20.621471607521787,412.2651629121336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
phi-tiny,siqa,1,0.03225806451612903,0.09281437125748497,0.0002463787188462,0.003125389570283,1.0930880538225174,9.326594874499158,0.1046128448247909,0.1402207885980606,0.9651622826121748,0.7326654490838991,0.6298858423233032,0.5524791429042816,44.13729997253418,52.8746107898578,0.955923903942108,0.8259805584549904,0.1479972784221172,0.14946482240440667,0.0101175142079591,0.0097536216508597,0.8233661561012268,0.4302474792838911,0.8900908203125,7.6409716796875,22.05213232421875,457.05448588037495,1.3297843408584595,0.1768040834739804,641.7984252243042,5540.571928072203,0.8953858915567398,0.8597757519483566,0.0349182472378015,0.26733325113705353,0.9733473658561708,1.546164095401764,0.0,3.2690348714998323,22.27549072487713,435.51870710555824,0.015299439430236927,0.0,0.015969388386771532,-0.14613446593284607,0.0,-0.08635265033706518,0.0,0.0,0.0,-0.09311792540223651,0.0,-0.027695923126407784,1.6540191173553431,0.0,0.08020858786586449,23.25354419342466,0.0,0.0564043394527145,0.003125389570283,0.1402207885980606,0.5524791429042816,-0.1740194415450096,0.0097536216508597,7.6409716796875,-0.8231959165260196,-0.14022424805164335
phi-tiny,siqa,2,0.06451612903225806,0.026946107784431097,5.061527722835541,0.0037629955224692,1.0923837232589722,9.32377820965959,0.1641931128501892,0.2333998651504516,0.9511003598496318,0.718140490456717,7.034919298171997,0.7006489202976227,32.57808917236328,40.895345151621854,0.0600048731968272,0.8205672662258148,0.1633754689209163,0.14150562417897888,0.0431315540634095,0.0150276582743972,0.82296679520607,0.429831372282526,526.33203125,8.176462890625,21.96506494140625,456.92376471328737,2011.771269561768,0.1174535486921668,421.76160277557375,3640.093928181992,0.8358144563436508,0.7666042803525924,0.0489755521789193,0.2818593883779831,0.9764895439147948,1.3512312918901443,0.0,3.445112489674189,23.04693652832345,436.605141861798,0.0031421780586240455,-0.012157261371612882,0.003228218587574938,-0.19493280351161957,-0.0487983375787735,-0.12607510683461265,0.0,0.0,0.0,0.17607761817435685,0.26919554357659337,0.05386226366363989,0.7714458034463192,-0.8825733139090239,0.034632045281263846,1.0864347562397825,-22.167109437184877,0.0024945765555288713,0.0006376059521862,0.09317907655239102,0.14816977739334114,-0.005413292229175637,0.0052740366235375005,0.5354912109375007,-0.05935053478181361,-0.09317147159576422
phi-tiny,siqa,3,0.0967741935483871,0.37425149700598803,0.0016238680148962,5.068953852653504,5.994381447792053,5.794656003066695,0.2500212112665176,0.3298760434389114,0.9280330019295217,0.7013744444414042,1.0698649414777757,0.7689313925504685,28.256675365448,30.66762526534125,0.9999884775877,0.0888864467814564,0.4055106799304485,0.5441669409470851,0.0283029654808342,0.0476331761777401,0.8431313436031341,0.4154288609647192,2.50115625,526.880615234375,520.1112265625,307.15927618694303,1.007609825134277,6.629102757142391e-05,0.2182443470358848,1.8724519660526422,0.7499705687761307,0.6701281985044479,0.0720316342711448,0.29861753708682953,0.982509434223175,1.3409347236156464,0.0,3.5814205783687227,23.10235537568184,440.69277899885833,0.006019890308380238,0.0028777122497561924,0.0061648282317967595,-0.010296568274497986,0.18463623523712158,-0.0076201375266368165,0.0,0.0,0.0,0.1363080886945336,-0.03976952947982326,0.039565642371063525,0.0554188473583892,-0.71602695608793,0.002404607974265227,4.087637137060312,3.00120238082053,0.009362320195381857,5.065190857131035,0.09647617828845981,0.06828247225284578,-0.7316808194443584,0.0326055179033429,518.70415234375,-0.11738725766459537,-0.09647608184814449
phi-tiny,siqa,4,0.12903225806451613,0.0808383233532934,0.1997962258458137,5.107354814052582,6.027985700607299,5.798267677926349,0.454664186000824,0.4720397055745124,0.9170560474991798,0.6821942671951838,3.8784222989082338,0.8853353996276856,17.686222564697264,18.47217585137859,0.9850900810956956,0.0889413851313292,0.4056468759477138,0.5442411104540805,0.0617470329403877,0.0631198339909315,0.8422632019519806,0.4154661961231614,54.4138544921875,528.880615234375,522.6112265625,307.5461765575409,1.234988443374634,6.578939139581053e-05,0.2165941293239593,1.8582868935616514,0.5453286823630333,0.5279574986100197,0.0830035145282745,0.3177989475708455,0.9780164957046508,1.0751129388809204,0.0,3.4403145190787643,23.09525789626657,442.8828478512698,-0.004492938518524281,-0.010512828826904519,-0.00457292150286237,-0.26582178473472595,-0.25552521646022797,-0.19823618558998457,0.0,0.0,0.0,-0.14110605928995845,-0.27741414798449204,-0.03939946627386326,-0.007097479415268282,-0.06251632677365748,-0.0003072188657758934,2.190068852411457,-1.8975682846488553,0.004969604578924036,0.03840096139907789,0.142163662135601,0.1164040070772171,5.493834987280177e-05,0.015486657813191404,2.0,-5.016361756133832e-07,-0.1421706998944282
phi-tiny,siqa,5,0.16129032258064516,0.11976047904191617,0.004573814433068,6.308394742488861,7.185620144844055,5.799526402148709,0.1568952002525329,0.6724429679512978,0.9161997862309218,0.5765743876527996,0.5796593351364135,0.9513576741218568,10.341570854187012,10.05846129818633,0.9999239255189896,0.0923739171810448,0.4246031970977783,0.5514449422640391,0.0467040249705314,0.0977612780481577,0.8528899301290512,0.4112162361468654,3.59543359375,582.380615234375,572.6112265625,315.19423097372055,0.9869802742004394,5.327825564745581e-05,0.175441427052021,1.5048190337146656,0.8430872911214828,0.3275432812571525,0.0839100433140993,0.4234084115335718,0.9776694774627686,1.1429328620433807,0.0,3.533569479641849,23.19048467074355,442.36799127761634,-0.0003470182418822132,0.004145920276642068,-0.0003548183935611071,0.06781992316246033,0.3336417078971863,0.06308167329197412,0.0,0.0,0.0,0.09325496056308458,0.23436101985304303,0.027106521815353002,0.09522677447698058,0.10232425389224886,0.004123217627821862,-0.5148565736534465,-2.7049254260649036,-0.0011625118835633108,1.2010399284362796,0.20040326237678535,0.0660222744941712,0.0034325320497156087,0.03464144405722619,53.5,-1.2511135748354719e-05,-0.20041421735286724
phi-tiny,siqa,6,0.1935483870967742,0.04191616766467062,0.0075594006534665,6.22626394367218,7.097621463775635,5.778158720987791,0.163041264295578,0.7186351689100265,0.9025143553763628,0.5478915983517654,0.638949408173561,0.9669558665752412,8.607200947761536,8.310727124493567,0.999746288061142,0.0923571099117398,0.4243929689824581,0.5516826369599512,0.0559719665721058,0.1096734586507082,0.850467748761177,0.40890549127361736,4.39078857421875,578.880615234375,569.1112265625,314.28604983472826,1.0005246294736865,5.398161357152276e-05,0.1777570754438638,1.524658581460245,0.8369410654306412,0.2813488259315491,0.0976086256802082,0.45209323605755347,0.9742080569267272,0.8296886384487152,0.0,3.433844915808064,23.408213243092572,443.0559618113792,-0.003461420536041371,-0.0031144022941591576,-0.0035404813342688746,-0.3132442235946655,-0.38106414675712585,-0.27407053729703346,0.0,0.0,0.0,-0.0997245638337847,-0.19297952439686927,-0.028222046972143477,0.21772857234902077,0.12250179787204019,0.009388702971943497,0.6879705337628366,1.202827107416283,0.0015551996241316424,-0.0821307988166815,0.04619220095872878,0.015598192453384452,-1.6807269305002537e-05,0.011912180602550504,-3.5,7.033579240669547e-07,-0.0461944553256034
phi-tiny,siqa,7,0.22580645161290322,0.04790419161676641,0.0127057427298277,6.229621541023255,7.089970643043518,5.77542721336725,0.133902522444725,0.7855801468193531,0.8868206632882356,0.5380027920352295,0.5923248683214187,0.981757483959198,6.634031518936157,6.365556677032262,0.99938401556015,0.0922530163303017,0.4241987033486366,0.551793476527957,0.0681571918874979,0.1269771406501531,0.8484820121526718,0.4065264044732321,7.298953125,578.880615234375,569.1112265625,314.4204413237572,1.0112347791194916,5.39524305931991e-05,0.1776649015396833,1.5237770202196956,0.8660943788290024,0.2143998037278652,0.1133035674393177,0.4619828245909885,0.97506844997406,0.5848158001899719,0.0,3.520947151804624,23.311612886925268,443.39708466725807,0.0008603930473327637,0.0043218135833741345,0.000883171763172319,-0.2448728382587433,0.06837138533592224,-0.29513823247789284,0.0,0.0,0.0,0.08710223599655986,0.18682679983034456,0.025365803678429222,-0.09660035616730411,-0.3143289285163249,-0.004126771879772173,0.34112285587889346,-0.3468476778839431,0.0007699317586975507,0.0033575973510755475,0.06694497790932652,0.0148016173839568,-0.00010409358143810554,0.01730368199944489,0.0,-2.918297832366437e-08,-0.06694902220368387
phi-tiny,siqa,8,0.25806451612903225,0.05688622754491014,0.035728603140451,6.30020869922638,7.137371314048767,5.764015737936104,0.1073190460205078,0.8231769464612008,0.8615372609347105,0.5107924276725389,0.5508817713856697,0.988622010588646,5.327608173370361,4.488016974046827,0.999846293091774,0.0930211675874888,0.4274574965536594,0.5521164360960683,0.0884362140521407,0.1499452783167362,0.8474780529737472,0.4030612470603082,5.615087890625,579.880615234375,570.1112265625,315.2511116182804,1.00477494931221,5.335881499195238e-05,0.1757132115066051,1.50689304275339,0.8926782276630402,0.1768154352307319,0.1385231590121984,0.48920129176275795,0.9770586490631104,0.3420991227030754,0.0,3.372869103738706,23.474770464309277,444.51496942075966,0.001990199089050404,0.0011298060417176403,0.0020410865402356038,-0.24271667748689651,0.0021561607718467712,-0.41503098481274325,0.0,0.0,0.0,-0.14807804806591784,-0.2351802840624777,-0.04205631089635131,0.16315757738400904,0.25975793355131316,0.00699898278919675,1.1178847535015848,0.7767618976226913,0.0025211820107939875,0.070587158203125,0.0375967996418477,0.00686452662944792,0.0007681512571870996,0.02296813766658312,1.0,-5.936156012467151e-07,-0.037584368497133314
phi-tiny,siqa,9,0.2903225806451613,0.11077844311377244,5.69873114964366,6.329037078380585,7.132556309700012,5.667741932499717,0.1356438732147216,0.8292883834540844,0.8311386335194111,0.4649336261758581,1.3730987782478332,0.9893913165330886,4.636022325515747,2.929045400163159,0.57623722204566,0.0932105180621147,0.4325626648068428,0.5586566386773629,0.1533568824827671,0.1898556821346283,0.849957883477211,0.4039968331612181,310.1663659667969,579.880615234375,570.1112265625,314.4847877047062,1.9565982520580287,5.309243348165183e-05,0.174844356060028,1.4985312064606353,0.8643561002016068,0.1707076979577541,0.168911159902811,0.5350659294463693,0.9779927730560304,0.1502152010798454,0.0,3.581940619096364,23.222533542815956,442.058465702893,0.0009341239929200329,-0.001056075096130371,0.0009560572375217902,-0.19188392162323,0.05083275586366651,-0.5609015308401579,0.0,0.0,0.0,0.20907151535765767,0.3571495634235755,0.061986252335114234,-0.25223692149332066,-0.4153944988773297,-0.010745021847042957,-2.456503717866667,-3.574388471368252,-0.00552625645221283,0.028828379154204775,0.006111436992883634,0.0007693059444426886,0.00018935047462589893,0.0399104038178921,0.0,-2.663815103005516e-07,-0.006107737272977809
phi-tiny,siqa,10,0.3225806451612903,0.17365269461077837,0.0061526775509119,12.166230090141296,12.599880667686463,4.282126728814154,0.0318280762434005,0.8264101077616215,0.8222259449660778,0.4034971107263118,0.2553529480695724,0.9904043525457382,3.987246958255768,1.9737358572576196,0.9999951397180558,0.0828633171655237,0.6425455123186111,0.7655305079911705,0.0521719810888171,0.2733644708395004,0.9053929266929628,0.38519962229882365,4.643546875,579.880615234375,570.1112265625,219.80970238304138,1.0019249820709228,2.8921007451572223e-05,0.0955270186066627,0.7748727374330842,0.9681708990335464,0.1735920811593532,0.1778074888586998,0.5965047396626323,0.9786888360977172,0.1328772064298391,0.0,3.572833191858579,23.45687009210456,443.6472844946874,0.0006960630416867897,-0.00023806095123324322,0.0007117261608300396,-0.017337994650006294,0.17454592697322371,-0.11542103945119675,0.0,0.0,0.0,-0.009107427237784904,-0.21817894259544257,-0.0025425958178174612,0.23433654928860292,0.4865734707819236,0.010090912296737642,1.5888187917944379,4.045322509661105,0.0035941372353724965,5.837193011760711,-0.002878275692462906,0.0010130360126495708,-0.010347200896590997,0.08350878870487208,0.0,-2.417142603007961e-05,0.0028843832015991167
phi-tiny,siqa,11,0.3548387096774194,0.05089820359281435,0.0129014432858675,12.188880666732787,12.603757341384888,4.268705729311972,0.0310334326028823,0.8192149817049503,0.8077702941596508,0.3827258370239287,0.2608556166887283,0.9906536149978638,3.625542719841004,1.7800777404317631,0.9999483071565628,0.0829228084720671,0.6430723099708557,0.7656202224797016,0.0651636430546641,0.2864377559125423,0.9041432658433914,0.3840800516335293,9.6203203125,579.880615234375,570.1112265625,218.9445595397949,1.010332040309906,2.8864028545285693e-05,0.0953381387069821,0.7733769919074251,0.9689654761552812,0.1807854228615761,0.192276925265789,0.6172756169550121,0.9741668701171876,0.0888581313192844,0.0,3.3338958637355125,23.245152950286865,444.600055648856,-0.004521965980529563,-0.005218029022216353,-0.004620432780821138,-0.04401907511055471,-0.026681080460548415,-0.33127634372564385,0.0,0.0,0.0,-0.23893732812306645,-0.22982990088528155,-0.0668761499046564,-0.21171714181769374,-0.44605369110629667,-0.00902580527522967,0.9527711541686017,-0.6360476376258362,0.0021475870302098965,0.0226505765914915,-0.007195126056671164,0.00024926245212553155,5.949130654339663e-05,0.013073285073041896,0.0,-5.6978906286530044e-08,0.007193341702222883
